clip_name,subject,filename,onset,apex,offset,emotion,frame_folder,depth_folder,fold
spNO.189_h_37,spNO.189,h,37,44,66,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_37,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_37,0
spNO.189_h_77,spNO.189,h,77,85,95,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_77,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_77,0
spNO.189_h_610,spNO.189,h,610,617,643,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_610,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_610,0
spNO.189_h_644,spNO.189,h,644,647,659,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_644,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_644,0
spNO.189_h_1196,spNO.189,h,1196,1204,1222,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_1196,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_1196,0
spNO.189_h_2046,spNO.189,h,2046,2048,2053,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_2046,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_2046,0
spNO.189_h_2441,spNO.189,h,2441,2444,2448,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_2441,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_2441,0
spNO.189_h_3309,spNO.189,h,3309,3317,3339,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_3309,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_3309,0
spNO.189_i_5,spNO.189,i,5,5,16,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_5,0
spNO.189_i_111,spNO.189,i,111,116,120,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_111,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_111,0
spNO.189_i_173,spNO.189,i,173,181,185,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_173,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_173,0
spNO.189_i_271,spNO.189,i,271,275,280,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_271,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_271,0
spNO.189_i_441,spNO.189,i,441,449,459,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_441,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_441,0
spNO.189_i_461,spNO.189,i,461,467,532,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_461,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_461,0
spNO.189_j_32,spNO.189,j,32,35,38,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_32,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_32,0
spNO.189_j_56,spNO.189,j,56,62,65,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_56,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_56,0
spNO.189_j_166,spNO.189,j,166,168,171,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_166,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_166,0
spNO.189_j_780,spNO.189,j,780,785,809,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_780,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_780,0
spNO.189_k_25,spNO.189,k,25,31,35,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_k_25,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_k_25,0
spNO.189_k_287,spNO.189,k,287,293,297,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_k_287,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_k_287,0
spNO.189_l_218,spNO.189,l,218,221,225,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_218,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_218,0
spNO.189_l_233,spNO.189,l,233,240,250,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_233,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_233,0
spNO.189_l_1422,spNO.189,l,1422,1427,1463,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_1422,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_1422,0
spNO.189_l_2593,spNO.189,l,2593,2600,2604,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_2593,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_2593,0
spNO.189_m_87,spNO.189,m,87,91,94,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_87,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_87,0
spNO.189_m_94,spNO.189,m,94,103,107,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_94,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_94,0
spNO.189_m_134,spNO.189,m,134,137,149,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_134,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_134,0
spNO.189_m_270,spNO.189,m,270,274,340,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_270,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_270,0
spNO.189_m_387,spNO.189,m,387,391,394,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_387,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_387,0
spNO.189_m_551,spNO.189,m,551,559,617,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_551,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_551,0
spNO.189_m_770,spNO.189,m,770,776,830,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_770,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_770,0
spNO.189_m_780,spNO.189,m,780,784,788,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_780,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_780,0
spNO.190_d_3629,spNO.190,d,3629,3636,3659,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.190_d_3629,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.190_d_3629,0
spNO.190_d_4121,spNO.190,d,4121,4126,4175,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.190_d_4121,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.190_d_4121,0
spNO.190_e_2271,spNO.190,e,2271,2276,2294,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.190_e_2271,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.190_e_2271,0
spNO.190_j_1939,spNO.190,j,1939,1945,1972,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.190_j_1939,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.190_j_1939,0
spNO.190_k_2187,spNO.190,k,2187,2195,2203,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.190_k_2187,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.190_k_2187,0
spNO.190_m_8,spNO.190,m,8,8,737,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.190_m_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.190_m_8,0
spNO.192_b_889,spNO.192,b,889,897,975,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.192_b_889,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.192_b_889,4
spNO.192_d_1291,spNO.192,d,1291,1299,1352,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.192_d_1291,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.192_d_1291,4
spNO.192_d_4736,spNO.192,d,4736,4744,4793,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.192_d_4736,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.192_d_4736,4
spNO.192_j_1522,spNO.192,j,1522,1530,1555,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.192_j_1522,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.192_j_1522,4
spNO.193_a_8,spNO.193,a,8,8,130,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_a_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_a_8,0
spNO.193_a_583,spNO.193,a,583,587,592,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_a_583,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_a_583,0
spNO.193_e_92,spNO.193,e,92,93,98,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_e_92,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_e_92,0
spNO.193_e_110,spNO.193,e,110,113,117,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_e_110,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_e_110,0
spNO.193_e_183,spNO.193,e,183,187,191,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_e_183,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_e_183,0
spNO.193_e_193,spNO.193,e,193,196,199,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_e_193,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_e_193,0
spNO.193_f_5,spNO.193,f,5,5,186,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_f_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_f_5,0
spNO.193_g_7,spNO.193,g,7,7,79,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_g_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_g_7,0
spNO.193_h_16,spNO.193,h,16,19,21,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_h_16,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_h_16,0
spNO.193_m_23,spNO.193,m,23,26,31,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.193_m_23,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.193_m_23,0
spNO.194_a_7,spNO.194,a,7,11,37,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_a_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_a_7,1
spNO.194_a_561,spNO.194,a,561,569,580,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_a_561,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_a_561,1
spNO.194_c_2209,spNO.194,c,2209,2216,2228,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_c_2209,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_c_2209,1
spNO.194_c_2708,spNO.194,c,2708,2716,2741,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_c_2708,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_c_2708,1
spNO.194_d_1888,spNO.194,d,1888,1894,1903,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_d_1888,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_d_1888,1
spNO.194_f_331,spNO.194,f,331,339,373,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_f_331,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_f_331,1
spNO.194_g_288,spNO.194,g,288,295,303,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_g_288,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_g_288,1
spNO.194_h_1427,spNO.194,h,1427,1433,1444,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_h_1427,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_h_1427,1
spNO.194_i_8,spNO.194,i,8,14,20,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_i_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_i_8,1
spNO.194_i_245,spNO.194,i,245,253,268,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_i_245,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_i_245,1
spNO.194_k_430,spNO.194,k,430,438,495,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_k_430,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_k_430,1
spNO.194_m_125,spNO.194,m,125,132,151,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_m_125,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_m_125,1
spNO.194_m_382,spNO.194,m,382,389,410,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_m_382,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_m_382,1
spNO.194_m_862,spNO.194,m,862,869,880,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_m_862,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_m_862,1
spNO.194_m_1920,spNO.194,m,1920,1927,1946,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_m_1920,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_m_1920,1
spNO.194_m_1954,spNO.194,m,1954,1957,1971,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.194_m_1954,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.194_m_1954,1
spNO.195_a_8,spNO.195,a,8,8,39,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.195_a_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.195_a_8,1
spNO.195_h_7,spNO.195,h,7,7,79,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.195_h_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.195_h_7,1
spNO.195_i_2844,spNO.195,i,2844,2851,2886,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.195_i_2844,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.195_i_2844,1
spNO.195_j_1109,spNO.195,j,1109,1116,1141,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.195_j_1109,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.195_j_1109,1
spNO.195_k_7,spNO.195,k,7,7,242,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.195_k_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.195_k_7,1
spNO.195_k_1377,spNO.195,k,1377,1383,1398,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.195_k_1377,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.195_k_1377,1
spNO.196_b_269,spNO.196,b,269,274,291,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.196_b_269,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.196_b_269,2
spNO.196_c_8,spNO.196,c,8,8,39,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.196_c_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.196_c_8,2
spNO.196_c_2331,spNO.196,c,2331,2336,2359,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.196_c_2331,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.196_c_2331,2
spNO.196_e_1382,spNO.196,e,1382,1389,1417,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.196_e_1382,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.196_e_1382,2
spNO.196_i_389,spNO.196,i,389,393,402,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.196_i_389,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.196_i_389,2
spNO.196_i_643,spNO.196,i,643,647,662,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.196_i_643,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.196_i_643,2
spNO.197_a_881,spNO.197,a,881,888,899,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_a_881,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_a_881,4
spNO.197_d_108,spNO.197,d,108,115,128,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_d_108,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_d_108,4
spNO.197_d_1686,spNO.197,d,1686,1692,1745,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_d_1686,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_d_1686,4
spNO.197_h_1813,spNO.197,h,1813,1820,1830,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_h_1813,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_h_1813,4
spNO.197_i_1305,spNO.197,i,1305,1310,1322,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_i_1305,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_i_1305,4
spNO.197_i_1809,spNO.197,i,1809,1813,1821,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_i_1809,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_i_1809,4
spNO.197_k_543,spNO.197,k,543,548,566,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_k_543,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_k_543,4
spNO.197_k_1146,spNO.197,k,1146,1154,1182,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_k_1146,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_k_1146,4
spNO.197_k_1950,spNO.197,k,1950,1956,1968,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_k_1950,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_k_1950,4
spNO.197_l_662,spNO.197,l,662,669,674,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_l_662,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_l_662,4
spNO.197_l_933,spNO.197,l,933,942,948,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_l_933,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_l_933,4
spNO.197_l_1995,spNO.197,l,1995,1998,2004,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_l_1995,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_l_1995,4
spNO.197_l_3551,spNO.197,l,3551,3554,3567,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_l_3551,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_l_3551,4
spNO.197_m_324,spNO.197,m,324,331,343,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_m_324,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_m_324,4
spNO.197_m_431,spNO.197,m,431,437,460,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.197_m_431,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.197_m_431,4
spNO.198_f_54,spNO.198,f,54,62,72,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.198_f_54,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.198_f_54,1
spNO.2_a_237,spNO.2,a,237,241,258,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_a_237,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_a_237,3
spNO.2_b_106,spNO.2,b,106,110,149,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_b_106,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_b_106,3
spNO.2_c_615,spNO.2,c,615,620,656,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_c_615,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_c_615,3
spNO.2_c_2793,spNO.2,c,2793,2797,2810,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_c_2793,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_c_2793,3
spNO.2_d_1101,spNO.2,d,1101,1107,1129,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_d_1101,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_d_1101,3
spNO.2_d_1595,spNO.2,d,1595,1600,1650,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_d_1595,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_d_1595,3
spNO.2_e_138,spNO.2,e,138,143,148,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_e_138,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_e_138,3
spNO.2_g_4,spNO.2,g,4,4,74,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_g_4,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_g_4,3
spNO.2_j_7,spNO.2,j,7,7,408,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_j_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_j_7,3
spNO.2_k_185,spNO.2,k,185,191,200,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.2_k_185,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.2_k_185,3
spNO.200_b_226,spNO.200,b,226,233,255,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.200_b_226,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.200_b_226,3
spNO.200_b_518,spNO.200,b,518,524,533,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.200_b_518,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.200_b_518,3
spNO.200_g_1942,spNO.200,g,1942,1947,1961,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.200_g_1942,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.200_g_1942,3
spNO.200_k_387,spNO.200,k,387,395,414,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.200_k_387,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.200_k_387,3
spNO.200_m_101,spNO.200,m,101,109,150,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.200_m_101,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.200_m_101,3
spNO.201_c_7,spNO.201,c,7,7,23,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_c_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_c_7,3
spNO.201_c_1698,spNO.201,c,1698,1703,1722,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_c_1698,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_c_1698,3
spNO.201_e_596,spNO.201,e,596,601,607,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_e_596,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_e_596,3
spNO.201_e_1900,spNO.201,e,1900,1905,1911,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_e_1900,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_e_1900,3
