Subject,Filename,clip_name,emotion,fold,Onset,Apex,Offset,frame_dir,depth_dir,AU,Objective class,Duration,frame_count
spNO.144,h,spNO.144_h_553,disgust,4,553,560,601,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.144_h_553,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.144_h_553,4,III,48,49
spNO.144,k,spNO.144_k_2150,happy,4,2150,2155,2174,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.144_k_2150,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.144_k_2150,4,III,24,25
spNO.144,l,spNO.144_l_1102,others,4,1102,1105,1115,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.144_l_1102,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.144_l_1102,R14,VII,13,14
spNO.144,l,spNO.144_l_1293,sad,4,1293,1299,1325,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.144_l_1293,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.144_l_1293,14,VII,32,33
spNO.144,m,spNO.144_m_928,anger,4,928,935,943,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.144_m_928,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.144_m_928,R14,VII,15,16
spNO.145,g,spNO.145_g_150,surprise,4,150,156,158,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.145_g_150,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.145_g_150,5,II,8,9
spNO.145,j,spNO.145_j_1304,happy,4,1304,1311,1325,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.145_j_1304,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.145_j_1304,L14,VII,21,22
spNO.146,a,spNO.146_a_530,disgust,1,530,536,561,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.146_a_530,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.146_a_530,24,VII,31,32
spNO.146,d,spNO.146_d_1607,fear,1,1607,1615,1638,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.146_d_1607,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.146_d_1607,L12,I,31,32
spNO.147,d,spNO.147_d_1146,surprise,2,1146,1150,1163,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.147_d_1146,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.147_d_1146,5,II,17,18
spNO.147,e,spNO.147_e_1058,others,2,1058,1069,1071,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.147_e_1058,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.147_e_1058,5,II,13,14
spNO.147,f,spNO.147_f_1473,surprise,2,1473,1477,1504,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.147_f_1473,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.147_f_1473,5,II,31,32
spNO.147,m,spNO.147_m_1840,anger,2,1840,1845,1982,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.147_m_1840,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.147_m_1840,14,VII,142,143
spNO.148,a,spNO.148_a_403,disgust,3,403,411,435,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_a_403,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_a_403,4,III,32,33
spNO.148,a,spNO.148_a_925,disgust,3,925,933,977,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_a_925,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_a_925,4,III,52,53
spNO.148,b,spNO.148_b_204,disgust,3,204,213,218,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_b_204,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_b_204,4,III,14,15
spNO.148,b,spNO.148_b_287,disgust,3,287,290,295,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_b_287,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_b_287,4,III,8,9
spNO.148,b,spNO.148_b_336,disgust,3,336,342,348,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_b_336,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_b_336,4,III,12,13
spNO.148,b,spNO.148_b_560,disgust,3,560,568,585,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_b_560,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_b_560,4,III,25,26
spNO.148,b,spNO.148_b_811,disgust,3,811,815,820,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_b_811,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_b_811,4,III,9,10
spNO.148,c,spNO.148_c_161,disgust,3,161,166,174,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_c_161,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_c_161,4,III,13,14
spNO.148,c,spNO.148_c_629,disgust,3,629,637,662,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_c_629,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_c_629,4,III,33,34
spNO.148,c,spNO.148_c_801,disgust,3,801,806,845,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_c_801,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_c_801,4,III,44,45
spNO.148,c,spNO.148_c_1665,disgust,3,1665,1672,1890,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_c_1665,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_c_1665,4,III,225,226
spNO.148,c,spNO.148_c_2296,disgust,3,2296,2301,2308,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_c_2296,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_c_2296,2+1,II,12,13
spNO.148,c,spNO.148_c_2341,disgust,3,2341,2347,2372,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_c_2341,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_c_2341,4,III,31,32
spNO.148,d,spNO.148_d_1899,surprise,3,1899,1902,1909,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_d_1899,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_d_1899,2+1,II,10,11
spNO.148,d,spNO.148_d_2261,fear,3,2261,2266,2272,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_d_2261,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_d_2261,4,III,11,12
spNO.148,d,spNO.148_d_2657,fear,3,2657,2662,2665,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_d_2657,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_d_2657,4,III,8,9
spNO.148,d,spNO.148_d_2668,fear,3,2668,2674,2680,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_d_2668,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_d_2668,14,VII,12,13
spNO.148,d,spNO.148_d_4738,fear,3,4738,4741,4770,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_d_4738,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_d_4738,1,V,32,33
spNO.148,e,spNO.148_e_881,disgust,3,881,889,896,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_e_881,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_e_881,4,III,15,16
spNO.148,f,spNO.148_f_597,fear,3,597,601,607,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_597,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_597,4,III,10,11
spNO.148,f,spNO.148_f_798,surprise,3,798,802,807,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_798,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_798,1,V,9,10
spNO.148,f,spNO.148_f_1385,disgust,3,1385,1391,1396,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_1385,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_1385,4,III,11,12
spNO.148,f,spNO.148_f_1464,fear,3,1464,1468,1474,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_1464,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_1464,4,III,10,11
spNO.148,i,spNO.148_i_133,surprise,3,133,139,147,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_i_133,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_i_133,2+1,II,14,15
spNO.148,k,spNO.148_k_1998,surprise,3,1998,2005,2058,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_k_1998,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_k_1998,4,III,60,61
spNO.148,k,spNO.148_k_2590,disgust,3,2590,2595,2599,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_k_2590,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_k_2590,4,III,9,10
spNO.148,l,spNO.148_l_1349,disgust,3,1349,1353,1364,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_l_1349,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_l_1349,4,III,15,16
spNO.148,m,spNO.148_m_337,disgust,3,337,343,359,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_m_337,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_m_337,4,III,22,23
spNO.148,m,spNO.148_m_1598,anger,3,1598,1603,1614,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_m_1598,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_m_1598,1,V,16,17
spNO.149,g,spNO.149_g_233,others,3,233,237,265,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_g_233,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_g_233,24,VII,32,33
spNO.149,i,spNO.149_i_1826,disgust,3,1826,1832,1833,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_i_1826,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_i_1826,24,VII,7,8
spNO.149,i,spNO.149_i_1848,surprise,3,1848,1852,1861,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_i_1848,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_i_1848,25,II,13,14
spNO.149,m,spNO.149_m_1318,others,3,1318,1325,1337,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_m_1318,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_m_1318,25+18,VII,19,20
spNO.15,j,spNO.15_j_31,others,4,31,37,46,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_31,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_31,R14,VII,15,16
spNO.15,j,spNO.15_j_135,happy,4,135,140,181,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_135,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_135,12,I,46,47
spNO.15,j,spNO.15_j_726,happy,4,726,734,763,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_726,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_726,14,VII,37,38
spNO.15,j,spNO.15_j_972,others,4,972,976,1009,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_972,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_972,R14,VII,37,38
spNO.15,j,spNO.15_j_1157,happy,4,1157,1165,1173,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_1157,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_1157,14,VII,16,17
spNO.15,j,spNO.15_j_1564,happy,4,1564,1571,1573,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_1564,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_1564,12,I,9,10
spNO.15,l,spNO.15_l_1400,anger,4,1400,1403,1408,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_l_1400,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_l_1400,4,III,8,9
spNO.15,l,spNO.15_l_2979,anger,4,2979,2986,2992,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_l_2979,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_l_2979,4,III,13,14
spNO.150,a,spNO.150_a_355,disgust,1,355,361,373,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_a_355,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_a_355,10+4,VII,18,19
spNO.150,c,spNO.150_c_916,others,1,916,922,948,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_c_916,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_c_916,26+25,II,32,33
spNO.150,c,spNO.150_c_1985,disgust,1,1985,1987,1995,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_c_1985,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_c_1985,1,V,10,11
spNO.150,c,spNO.150_c_2024,others,1,2024,2031,2046,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_c_2024,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_c_2024,14,VII,22,23
spNO.150,e,spNO.150_e_1040,surprise,1,1040,1048,1062,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_e_1040,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_e_1040,1,V,22,23
spNO.150,e,spNO.150_e_2277,disgust,1,2277,2278,2282,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_e_2277,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_e_2277,4,III,5,6
spNO.150,f,spNO.150_f_2035,fear,1,2035,2042,2049,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_f_2035,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_f_2035,L14,VII,14,15
spNO.150,f,spNO.150_f_2080,others,1,2080,2089,2095,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_f_2080,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_f_2080,R14,VII,15,16
spNO.150,f,spNO.150_f_2131,fear,1,2131,2137,2146,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_f_2131,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_f_2131,14,VII,15,16
spNO.150,g,spNO.150_g_734,surprise,1,734,737,765,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_g_734,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_g_734,2+1,II,31,32
spNO.150,g,spNO.150_g_1360,anger,1,1360,1366,1379,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_g_1360,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_g_1360,1,V,19,20
spNO.150,j,spNO.150_j_714,surprise,1,714,722,735,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_j_714,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_j_714,R2+R1,II,21,22
spNO.150,j,spNO.150_j_747,surprise,1,747,753,760,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_j_747,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_j_747,4,III,13,14
spNO.150,j,spNO.150_j_1728,surprise,1,1728,1731,1743,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_j_1728,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_j_1728,4,III,15,16
spNO.150,k,spNO.150_k_341,happy,1,341,347,372,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_k_341,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_k_341,38,VII,31,32
spNO.152,c,spNO.152_c_1536,disgust,2,1536,1540,1547,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_c_1536,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_c_1536,4,III,11,12
spNO.152,d,spNO.152_d_2556,fear,2,2556,2561,2565,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_d_2556,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_d_2556,4,III,9,10
spNO.152,f,spNO.152_f_1152,surprise,2,1152,1156,1164,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_f_1152,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_f_1152,24,VII,12,13
spNO.152,i,spNO.152_i_118,disgust,2,118,119,122,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_i_118,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_i_118,4,III,4,5
spNO.152,i,spNO.152_i_133,anger,2,133,140,409,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_i_133,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_i_133,24+14+4,VII,276,277
spNO.152,m,spNO.152_m_735,anger,2,735,740,765,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_m_735,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_m_735,14,VII,30,31
spNO.153,a,spNO.153_a_34,disgust,2,34,38,50,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_a_34,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_a_34,4,III,16,17
spNO.153,d,spNO.153_d_2152,fear,2,2152,2159,2191,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_2152,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_2152,R20,VI,39,40
spNO.153,d,spNO.153_d_3484,fear,2,3484,3491,3534,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_3484,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_3484,4,III,50,51
spNO.153,d,spNO.153_d_3654,fear,2,3654,3660,3687,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_3654,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_3654,R20,VI,33,34
spNO.153,d,spNO.153_d_4563,fear,2,4563,4570,4589,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_4563,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_4563,R20,VI,26,27
spNO.153,h,spNO.153_h_2019,surprise,2,2019,2024,2032,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_h_2019,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_h_2019,5,II,13,14
spNO.153,j,spNO.153_j_7,happy,2,7,8,113,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_7,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_7,28+14,VII,106,107
spNO.153,j,spNO.153_j_274,surprise,2,274,280,288,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_274,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_274,5,II,14,15
spNO.153,j,spNO.153_j_1123,surprise,2,1123,1129,1140,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_1123,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_1123,4,III,17,18
spNO.153,j,spNO.153_j_1573,surprise,2,1573,1579,1586,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_1573,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_1573,5+2+1,VII,13,14
